# saved_at,2025-09-17T15:41:11.252422
# group_name,right_arm
# planning_frame,base
# target_xyz,"(0.300, -0.300, 0.600)"
# target_quat,"(0.694, 0.000, -0.720, 0.001)"
time_from_start(s),shoulder_pitch_r_joint,shoulder_roll_r_joint,shoulder_yaw_r_joint,elbow_pitch_r_joint,elbow_yaw_r_joint,wrist_pitch_r_joint,wrist_roll_r_joint,shoulder_pitch_r_joint_vel,shoulder_roll_r_joint_vel,shoulder_yaw_r_joint_vel,elbow_pitch_r_joint_vel,elbow_yaw_r_joint_vel,wrist_pitch_r_joint_vel,wrist_roll_r_joint_vel,shoulder_pitch_r_joint_acc,shoulder_roll_r_joint_acc,shoulder_yaw_r_joint_acc,elbow_pitch_r_joint_acc,elbow_yaw_r_joint_acc,wrist_pitch_r_joint_acc,wrist_roll_r_joint_acc
0.0,-0.21175338508941363,-0.7073159243160355,0.3888911336366227,-1.897279429806694,2.298583084907791,-0.18334595950710794,0.5275287220466413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9572435084779543,0.0,0.0,0.0,0.0,0.0,0.0
0.33227561,-0.26459661580591415,-0.7171333295360534,0.42283025022471427,-1.8945060964615754,2.266613992522213,-0.18808581113782294,0.5339561284563393,-0.27661096907082644,-0.05138977944477126,0.17765628258433386,0.014517174929468819,-0.16734407615105046,-0.02481102943644619,0.033644633219661796,-1.0085237219500403,-0.18736715976929252,0.6477348889728364,0.052929626548251646,-0.6101365795184239,-0.0904610248708166,0.12266834837503898
0.466331654,-0.3174398465224147,-0.7269507347560712,0.45676936681280583,-1.8917327631164567,2.2346449001366344,-0.19282566276853794,0.5403835348660374,-0.45274340208906383,-0.08411229553400329,0.2907791764365375,0.023761006978023087,-0.2739006577019666,-0.040609488170775684,0.05506790188789715,-0.9865895086456387,-0.1832921428319891,0.6336474114944097,0.05177846897646179,-0.5968668213672346,-0.08849360321075239,0.12000045503708787
0.56968255,-0.3702830772389152,-0.736768139976089,0.4907084834008974,-1.8889594297713381,2.2026758077510564,-0.1975655143992529,0.5468109412757355,-0.5575086119740319,-0.10357595255222923,0.3580657261885299,0.029259324284569253,-0.3372815038045732,-0.050006558413878896,0.06781066141258582,-0.9683419331870778,-0.1799020427164087,0.6219277156593715,0.050820794572408304,-0.5858274050080553,-0.0868568599775906,0.11778097333860708
0.657212206,-0.4231263079554157,-0.7465855451961069,0.524647599988989,-1.8861860964262194,2.170706715365478,-0.2023053660299679,0.5532383476854336,-0.6399908267115866,-0.11889979468950126,0.4110407896822868,0.03358817915224596,-0.3871815857518449,-0.05740492249434591,0.0778431047076304,-0.8757863812276363,-0.16270673980574724,0.5624829461735747,0.04596326797822492,-0.5298331565248449,-0.07855495303627598,0.10652329397549676
0.735352192,-0.47596953867191627,-0.7564029504161247,0.5585867165770806,-1.8834127630811008,2.1387376229799,-0.2070452176606829,0.5596657540951316,-0.7068054133127318,-0.1313128485921008,0.45395315544218995,0.03709476113916871,-0.427603067610431,-0.0633979555273944,0.08596986941067186,-0.8154985868380201,-0.15150625680501836,0.5237624808484292,0.04279922694187121,-0.4933602527597339,-0.07314735027097989,0.09919039341600776
0.807018879,-0.5288127693884167,-0.7662203556361425,0.5925258331651722,-1.880639429735982,2.106768530594322,-0.2117850692913979,0.5660931605048297,-0.7657656703853397,-0.14226669694144994,0.4918209960665938,0.04018912998753599,-0.4632728379835591,-0.06868648287221665,0.09314129948955979,-0.8225053818576085,-0.15280800435276976,0.5282626680976087,0.04316695953509238,-0.4975992229035818,-0.07377583509957265,0.10004264106645275
0.873556635,-0.5816560001049172,-0.7760377608561604,0.6264649497532636,-1.8778660963908635,2.0747994382087436,-0.21652492092211287,0.5725205669145278,-0.8186133089961518,-0.15208492107590638,0.5257629436708239,0.04296269466900773,-0.49524459705659235,-0.07342672987552251,0.0995692420384712,-0.7562077216559226,-0.1404909868935109,0.48568230371433774,0.03968750702542708,-0.45749047112578084,-0.06782916854345969,0.09197875094561074
0.936238211,-0.6344992308214178,-0.7858551660761782,0.6604040663413553,-1.8750927630457448,2.0428303458231656,-0.22126477255282787,0.5789479733242259,-0.8645442924901547,-0.16061814417753204,0.5552625973194029,0.04537325750498194,-0.5230319188151341,-0.07754657728194583,0.10515590079703398,-0.703127971479032,-0.13062964023854332,0.4515912800335686,0.03690176059913753,-0.42537828922115384,-0.0630681019503897,0.08552257629681949
0.99587758,-0.6873424615379183,-0.7956725712961961,0.6943431829294469,-1.8723194297006263,2.010861253437587,-0.22600462418354286,0.585375379733924,-0.9086447401637466,-0.16881128375899698,0.5835865702273209,0.04768774964351137,-0.5497118031977931,-0.08150223207418142,0.1105199085650023,-0.7766907142912398,-0.1442963908420009,0.49883771956788003,0.040762501224566,-0.4698822699429895,-0.06966642082209006,0.09447012999966801
1.052622392,-0.7401856922544189,-0.8054899765162139,0.7282822995175384,-1.8695460963555075,1.9788921610520092,-0.23074447581425786,0.5918027861436221,-0.9501494759651634,-0.17652218266482517,0.6102434200872286,0.04986601289913895,-0.5748213340739983,-0.08522506065607037,0.11556819575913768,-0.6796146087153946,-0.12626124324225924,0.4364895773293401,0.035667725659851476,-0.4111531773894831,-0.06095903614711345,0.08266260849217823
1.107153042,-0.7930289229709194,-0.8153073817362317,0.76222141610563,-1.866772763010389,1.946923068666431,-0.23548432744497286,0.5982301925533202,-0.9887293547887473,-0.1836896911349697,0.6350217500188853,0.05189077298555585,-0.5981613852709549,-0.08868553987119987,0.12026072793542275,-0.735925236290262,-0.13672283390582504,0.47265566574785983,0.038623035905429925,-0.44521997517643974,-0.06600990106051897,0.08951175991050571
1.159555925,-0.8458721536874199,-0.8251247869562496,0.7961605326937216,-1.8639994296652702,1.9149539762808527,-0.24022417907568783,0.6046575989630183,-1.0236809376518154,-0.1901831217484128,0.6574697689920622,0.05372511181958459,-0.619306390343907,-0.09182057372101043,0.12451194468877358,-0.5917927699981963,-0.10994538658163656,0.38008508459123974,0.031058635139789025,-0.3580227302657934,-0.05308172660695313,0.0719806982185726
1.210417647,-0.8987153844039205,-0.8349421921762674,0.8300996492818131,-1.8612260963201517,1.8829848838952745,-0.24496403070640282,0.6110850053727164,-1.0546994937436032,-0.19594586052051036,0.6773917604622897,0.05535303643282989,-0.6380719932777178,-0.09460282892533106,0.12828478112478814,-0.6281999503330066,-0.11670924332200165,0.40346797623652025,0.03296936705123366,-0.3800483425504018,-0.05634732242197393,0.07640896161335893
1.259783533,-0.951558615120421,-0.8447595973962851,0.8640387658699046,-1.858452762975033,1.8510157915096963,-0.24970388233711782,0.6175124117824144,-1.086657943103528,-0.20188321604014367,0.6979174081960592,0.057030288789781045,-0.6574062127460241,-0.09746938924459758,0.13217193827765042,-0.6668469058850797,-0.123889213547823,0.42828938689734936,0.034997647477252376,-0.40342897381960596,-0.05981381818332826,0.08110965243906706
1.307697575,-1.0044018458369215,-0.8545770026163031,0.8979778824579963,-1.8556794296299144,1.8190466991241183,-0.2544437339678328,0.6239398181921125,-1.1195847654375082,-0.20800047936937702,0.7190650035818086,0.05875836357040022,-0.6773262783984433,-0.10042280920809807,0.1361768801794014,-0.7078714279629255,-0.1315108966229818,0.45463781447995844,0.03715070802093443,-0.42824798504611533,-0.06349357328599028,0.08609953047231754
1.354202473,-1.057245076553422,-0.8643944078363209,0.9319169990460878,-1.8529060962847956,1.7870776067385399,-0.2591835855985478,0.6303672246018106,-1.1477136364650864,-0.21322636207024465,0.7371310646524897,0.06023463091672976,-0.6943436799537561,-0.10294586984240212,0.1395982396135018,-0.4960071168578392,-0.09214998387081345,0.31856574890127676,0.026031585464043737,-0.3000743354961734,-0.044490090969234744,0.0603301364985074
1.39979104,-1.1100883072699224,-0.8742118130563388,0.9658561156341794,-1.850132762939677,1.755108514352962,-0.2639234372292628,0.6367946310115087,-1.170782680558035,-0.21751221194785494,0.7519473990520034,0.06144534699815597,-0.7082999879208229,-0.10501508182623422,0.14240416422973293,-0.5161469947908656,-0.09589164273729929,0.33150079575515023,0.027088572220745708,-0.3122585568155685,-0.04629656706782673,0.06277978196416284
1.444481333,-1.1629315379864231,-0.8840292182763565,0.999795232222271,-1.8473594295945583,1.7231394219673837,-0.2686632888599778,0.6432220374212068,-1.1943154124372515,-0.22188420740800813,0.7670615417729486,0.06268039847281887,-0.722536817678034,-0.10712588497094089,0.14526648793075056,-0.5371046325287369,-0.09978522795815871,0.34496105738123484,0.028188476877874777,-0.3249375063792004,-0.04817639334001835,0.06532889285887666
1.48829105,-1.2157747687029234,-0.8938466234963744,1.0337343488103625,-1.8445860962494398,1.6911703295818055,-0.27340314049069275,0.6496494438309048,-1.2183211522272397,-0.22634407997690942,0.7824794787625862,0.06394027448212267,-0.7370598077133611,-0.109279115258857,0.1481863443381589,-0.5589132343990575,-0.10383690835173764,0.3589678596045776,0.029333042075130236,-0.3381312721373118,-0.050132548096995105,0.06798150787777461
1.531237543,-1.268617999419424,-0.9036640287163922,1.067673465398454,-1.841812762904321,1.6592012371962275,-0.27814299212140775,0.6560768502406029,-1.242809407387008,-0.23089359598444498,0.7982073162857131,0.06522547399921319,-0.7518747098484013,-0.1114756254755605,0.15116488985935567,-0.5816073529577058,-0.10805310321708372,0.37354339416569987,0.03052408120863902,-0.35186075769291697,-0.052168130581228774,0.07074182970347025
1.5733378199999999,-1.3214612301359245,-0.9134814339364101,1.1016125819865457,-1.8390394295592025,1.627232144810649,-0.28288284375212275,0.662504256650301,-1.242809407387008,-0.23089359598444498,0.7982073162857131,0.06522547399921061,-0.7518747098484013,-0.1114756254755605,0.15116488985935567,0.5816073529577058,0.10805310321708372,-0.37354339416569987,-0.030524081208760427,0.35186075769291697,0.052168130581228774,-0.07074182970347025
